,text,sentiment,source
1575,i understand that it's supposed to be a cheap popcorn comedy  but that doesn't mean that it has to completely insult our intelligence  and have writing so incredibly hackneyed that it borders on offensive   ,0,imdb
1576,lewis black's considerable talent is wasted here too  as he is at his most incendiary when he is unrestrained  which the pg 13 rating certainly won't allow   ,0,imdb
1577,the film's sole bright spot was jonah hill  who will look almost unrecognizable to fans of the recent superbad due to the amount of weight he lost in the interim    ,1,imdb
1578,with the originality and freshness of the first movie now spent  this remake had little else to offer   ,0,imdb
1579,the budget was evidently very limited   ,0,imdb
1580,this was reflected not only in the cast  but also in the below par script  which borrowed much from the earlier classic   ,0,imdb
1581,however  here there was no decent acting  action or location work to balance things up   ,0,imdb
1582,filmiing was less expansive   ,0,imdb
1583,it failed to convey the broad sweep of landscapes that were a great part of the original   ,0,imdb
1584,generally  it just lacked imagination   ,0,imdb
1585,not recommended   ,0,imdb
1586,is it possible for a movie to get any worse than this   ,0,imdb
1587,there is no plot here to keep you going in the first place   ,0,imdb
1588,even when the women finally show up  there is no sign of improvement  the most expected things happen and by the time the film is over  you might be far asleep   ,0,imdb
1589,beware  this is not a trashy cult movie  this is trash  period   ,0,imdb
1590,i can't believe there's even a sequel to this   ,0,imdb
1591,which is precisely why i am giving it such a bad review   ,0,imdb
1592,being a 90's child  i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons   ,1,imdb
1593,but  tiny toons  kept the 90's vibe and delivered one of the most popular  funny  and underrated cartoons ever created   ,1,imdb
1594,the memories are murky but i can only say that i enjoyed every single episode and product related to the show   ,1,imdb
1595,easily  none other cartoon made me laugh in a tender way  before getting into dark sitcoms oriented for teenagers    ,1,imdb
1596,the characters were all funny and had the peculiarity of not having a true lead character   ,1,imdb
1597,every single character was hilarious and deserved to be called a lead   ,1,imdb
1598,every element of this story was so over the top  excessively phony and contrived that it was painful to sit through   ,0,imdb
1599,her lines seem to have been written by a fifteen year old  though they are trying oh so  so hard to sound like how a fifteen year old would really  um  you know  well    talk   ,0,imdb
1600,perabo has a nice energy level and is obviously very comfortable in front of a camera   ,1,imdb
1601,there is simply no excuse for something this poorly done   ,0,imdb
1602,i saw this movie and i thought this is a stupid movie   ,0,imdb
1603,what is even more stupid is that who had thought an idea that there should be a volcano in los angeles   ,0,imdb
1604,to be honest with you  this is unbelievable nonsense and very foolish   ,0,imdb
1605,in conclusion  i will not bother with this movie because a volcano in los angeles is nothing but nonsense   ,0,imdb
1606,the story line is just awful   ,0,imdb
1607,it's just painful   ,0,imdb
1608,and the accents are absolutely abysmal   ,0,imdb
1609,there's also enough hypocrisy in this film to make me vomit   ,0,imdb
1610,don't waste your time watching this rubbish non researched film   ,0,imdb
1611,i believe that pitch black was done well   ,1,imdb
1612,the characters are interesting and you want to find out more about them the longer the movie goes on  and i think people will be surprised by who does and doesn't make it   ,1,imdb
1613,go watch it   ,1,imdb
1614,omit watching this   ,0,imdb
1615,very funny   ,1,imdb
1616,my rating  just 3 out of 10   ,0,imdb
1617,the characters are interesting and you really care for them   ,1,imdb
1618,an instant classic  with a great soundtrack and a catchy song during the ending credits   ,1,imdb
1619,don't miss it   ,1,imdb
1620,this is a masterful piece of film making  with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian  self indulgent wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat   the borderlines between friendship  lust and love  dedication to art and experience versus practical concerns  jealousy  rivalry  cowardice and egotism versus heroism and self sacrifice and more   ,1,imdb
1621,a mature  subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances  apart from the odd inappropriate smiling that keira knightley is prone to  though perhaps under direction this time as the other characters themselves often mention it    ,1,imdb
1622,but above all the exquisite visual composition of each moment  with inventive and elegant use of close up  camera angle and lighting  including pointillistic faux home movie footage  is a wonder and joy to behold   ,1,imdb
1623,it's as continuously beautiful to look at as a bertolucci  but the relationships here are more convincing and the narrative more engaging than some of that master's work   ,1,imdb
1624,the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew   ,0,imdb
1625,regardless  the film fails on most levels   ,0,imdb
1626,avoid at all costs   ,0,imdb
1627,i saw this film over christmas  and what a great film it was   ,1,imdb
1628,i thought errol flynn was brilliant as custer and has since become my favourite actor   ,1,imdb
1629,his acting alongside olivia de havilland was brilliant and the ending was fantastic   ,1,imdb
1630,i had always known that errol flynn was a brilliant actor as he was my dads favourite actor  and i grew up watching his films as a child   ,1,imdb
1631,but it wasn't until i watched this film that i realised how great he actually was   ,1,imdb
1632,i'll give this film 10 out of 10   ,1,imdb
1633,i know that jim o'connor was very energetic and that nobody could be as much as him  but george was well dull   ,0,imdb
1634,he really didn't seem to want to be hosting  his voice overs were monotonous  didn't get involved with the guests   ,0,imdb
1635,lovely little thriller from hitchcock  with lots of nice shenanigans surrounding a murdered spy  a kidnapped child  a nasty church  a foreign plot and some random taxidermists   ,1,imdb
1636,jimmy stewart is as ever a great hero for hitchcock  the story rips along to its cool climax at an embassy function  but it lacks the brooding menace of hitchcock's black and white  low budget original   ,1,imdb
1637,nevertheless yet another wonderful film from the great master's stable   ,1,imdb
1638,i have to say that this film was excellently produced and tops the ratings as a typical sci fi film   ,1,imdb
1639,excellently produced by one of sci fi's best producers scot vandiver    ,1,imdb
1640,but it is entertaining  nonetheless   ,1,imdb
1641,it's a campy sort of film that's a joy to watch   ,1,imdb
1642,there's barely a boring moment in the film and there are plenty of humorous parts   ,1,imdb
1643,the cast is always entertaining as usual   ,1,imdb
1644,overall  a delight   ,1,imdb
1645,this movie is so mind bendingly awful  it couldn't have even been created   ,0,imdb
1646,the film lacks any real scares or tension   some of the medical terminology used throughout is a bit iffy to say the least   i say that as an insulin dependant diabetic myself   ,0,imdb
1647,the least said about the acting the better   ,0,imdb
1648,this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa   ,1,imdb
1649,i believe every one should see this movie as i think few people outside of south africa understand its past and what is being attempted in the truth and reconciliation process   ,1,imdb
1650,nothing short of magnificent photography cinematography in this film   ,1,imdb
1651,the acting is fantastic  the stories are seamlessly woven together  and the dogs are splendid              a must rent  view  or see   ,1,imdb
1652,don't be afraid of subtitles         its worth a little aversion therapy 10 10  ,1,imdb
1653,excellent performance   ,1,imdb
1654,there still are good actors around   ,1,imdb
1655,also great directing and photography   ,1,imdb
1656,very true to shakespear  and a 'must' for all shakespear fans   ,1,imdb
1657,macbeth  jason connery  moved me to tears with his final monolog  out brief candle  out he gave the sphere of moral decay and dark forces a human face  which makes it the more interesting   ,1,imdb
1658,helen baxendale is a very credible lady macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl  but deadly in her taste for blood and evil   ,1,imdb
1659,if you love death and decay  and shakespears lyrics    this is the one   ,1,imdb
1660,this is a witty and delightful adaptation of the dr seuss book  brilliantly animated by upa's finest and thoroughly deserving of its academy award   ,1,imdb
1661,special mention should be made of the superb music score and sound effects  which are an integral element in helping to make this such a memorable and enjoyable cartoon   ,1,imdb
1662,however paul schrader has indeed made a film  about  mishima that is both superb   complex   ,1,imdb
1663,also notable is john bailey's fine crisp beautifully colored cinematography and the great production design   costumes by eiko ishioka who went on to do the memorable costumes for coppola's dracula for which she received a well deserved oscar   ,1,imdb
1664,even allowing for poor production values for the time  1971  and the format  some kind of mini series   this is baaaaaad   ,0,imdb
1665,unless you're just out to visually  collect  all extant films of austen's work  you can skip this one   ,0,imdb
1666,if you do watch it  however  there are small consolations  the actresses playing anne's sisters each do a wonderful job with their roles   ,1,imdb
1667,it is not good   ,0,imdb
1668,speaking of the music  it is unbearably predictably and kitchy   ,0,imdb
1669,then the film just dropped the ball   ,0,imdb
1670,this is a stunning movie   ,1,imdb
1671,raw and sublimely moving   ,1,imdb
1672,it felt like a very gripping  intelligent stage play  but without the overly theatrical feeling one actually gets from watching people on a stage  which plays on everyone's terror of a white lie escalating to monstrous consequences   ,1,imdb
1673,all of the main players are mesmerising   ,1,imdb
1674,tom wilkinson broke my heart at the end    and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike   ,1,imdb
1675,julian fellowes has triumphed again   ,1,imdb
1676,he's a national treasure   ,1,imdb
1677,go and see it   ,1,imdb
1678,this is an excellent film   ,1,imdb
1679,the aerial scenes were well done   ,1,imdb
1680,it was also the right balance of war and love   ,1,imdb
1681,the film gives meaning to the phrase   never in the history of human conflict has so much been owed by so many to so few   ,1,imdb
1682,kris kristoffersen is good in this movie and really makes a difference   ,1,imdb
1683,a good film by a great director   ,1,imdb
1684,this is definitely one of the better documentaries i have seen looking at family relationships and marriage   ,1,imdb
1685,there are many continuity errors  one other user commented on different cars in the garage  joe's glasses   the one that got to me the most was the fact joe's facial hair configuration seemed to change from scene to scene   ,0,imdb
1686,this is just a great movie   ,1,imdb
1687,10 out of 10 stars   ,1,imdb
1688,i can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection   ,0,imdb
1689,it's so bad it's actually worth seeing just for that reason   ,0,imdb
1690,punishment park is a brilliant piece of cinema   ,1,imdb
1691,shot in the southern california desert using his patent faux documentary style  watkins creates a film like no other   ,1,imdb
1692,this is one of peter watkins most accessible films   ,1,imdb
1693,i advise you to look out for it   ,1,imdb
1694,you wont regret it   ,1,imdb
1695,highly recommended a   ,1,imdb
1696,well    just if you keep thinking how bad it is   ,0,imdb
1697,it's a mediocre  miserable  hollow  laughable and predictable piece of garbage   ,0,imdb
1698,it's a case of 'so bad it is laughable'   ,0,imdb
1699,  very bad performance plays angela bennett  a computer expert who is at home all the time   ,0,imdb
1700,it is a film about nothing  just a pretext to show ridiculous action scenes   ,0,imdb
1701,how awful she is   ,0,imdb
1702,but she is still a bad actress  repeating her robotic face moves in each of her pictures   ,0,imdb
1703,the results  well  are a shame   ,0,imdb
1704,delete this film from your mind   ,0,imdb
1705,one of the worst shows of all time   ,0,imdb
1706,the show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for   ,0,imdb
1707,the fat computer geek was unbelievable  the bible thumper  the bad ass girl  who are these actors     ,0,imdb
1708,never heard of any of them except cole who was totally unbelievable in the part   ,0,imdb
1709,every time he opened his mouth you expect to hear   you see kids     pulling the plug was a mercy killing for this horrible show   ,0,imdb
1710,the stories were as unbelievable as the actors   ,0,imdb
1711,lame would be the best way to describe it   ,0,imdb
1712,stanwyck and morgan are perfectly cast in what is  in many ways  a modern equivalent of dickens' christmas carol in its sensibility   ,1,imdb
1713,the success of the film depends on the casting of sydney greenstreet as the alexander yardley character   ,1,imdb
1714,the attractive set used throughout most of the film is an eye pleasing gem   ,1,imdb
1715,im big fan of rpg games too  but this movie  its a disgrace to any self respecting rpger there is   ,0,imdb
1716,the lines  the cuts  the audio  everything is wrong   ,0,imdb
1717,you can find better movies at youtube   ,0,imdb
1718,top line  don't waste your time and money on this one  its as bad as it comes   ,0,imdb
1719,a lassie movie which should have been  put to sleep      forever   ,0,imdb
1720,that's how i'd describe this painfully dreary time waster of a film   ,0,imdb
1721,so mediocre in every aspect that it just becomes a dull  uninteresting mess  this is one of the most forgettable movies i've seen   ,0,imdb
1722,it isn't even an achievement as a  so bad it's good  or  so bad it's memorable  movie   ,0,imdb
1723,it's an empty  hollow shell of a movie   ,0,imdb
1724,seriously  it's not worth wasting your  or your kid's time on   ,0,imdb
1725,avoid  avoid  avoid   ,0,imdb
1726,it will drive you barking mad   ,0,imdb
1727,the transfers are very good   ,1,imdb
1728,very nice and relaxing late night viewing   ,1,imdb
1729,the movie is full of wonderful dancing  hence the title   ,1,imdb
1730,  some great music  and terrific scenery   ,1,imdb
1731,it handles some tough issues with dignity and grace  and  of course  has  shocking spoiler here   ,1,imdb
1732,  a happy  wonderful  feel good ending   ,1,imdb
1733,the point is the journey  a journey that touches every member of the family   ,1,imdb
1734,it's one of the movies i need to see whenever it comes on tv   never mind the fact that i already have it memorized   ,1,imdb
1735,nothing new there   ,0,imdb
1736,that was done in the second movie   ,0,imdb
1737,the movie has almost no action scenes in it and very little comedy   ,0,imdb
1738,the plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted   ,0,imdb
1739,what on earth is irons doing in this film   ,0,imdb
1740,i just saw this film and i recommend it   ,1,imdb
1741,it has a very good plot  it holds your complete attention  the acting is superb  tom wilkinson was fantastic and emily watson was also very good   ,1,imdb
1742,a very good film indeed  about great and unconditional love   ,1,imdb
1743,tom wilkinson's character is a man who is not prepared for the ordeal that is about to begin  but he takes the matter in hand as the story progresses  and this great actor gives a performance that makes you feel the character's anguish and suffering   ,1,imdb
1744,emily watson's character is very strong  and she has only to give a quick glance and you understand everything   ,1,imdb
1745,despite the pans of reviewers  i liked this movie   ,1,imdb
1746,in fact  i liked it better than interview with a vampire and i liked this lestat  stuart townsend  better than cruise's attempt   ,1,imdb
1747,aailiyah was pretty good as akasha  in places compelling  her first entrance and mini dance scene    ,1,imdb
1748,i'm a big fan of this series mostly due to anne rice's style  sensitivities and treatments   ,1,imdb
1749,i guess i liked the details of his dysfunction  he was believable   ,1,imdb
1750,the football scenes at the end were perplexing   ,0,imdb
1751,but i thought his acting was skilled   ,1,imdb
1752,meredith m was better than all right   ,1,imdb
1753,a very charming film with wonderful sentiment and heart   ,1,imdb
1754,it is rare when a film maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent   ,1,imdb
1755,nine out of ten for a truly lovely film   ,1,imdb
1756,this early film from future goremeister lucio fulci is a very good addition to the giallo sub genre   ,1,imdb
1757,this is one of the best italian thrillers of the early 70's   ,1,imdb
1758,a standout scene   ,1,imdb
1759,this scene is very strong and unpleasant   ,0,imdb
1760,technically  the film is well made with impressive camera work  solid acting and effective music from riz ortolani â  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill   ,1,imdb
1761,it's still wild stuff though and is highly recommended to fans of giallo cinema   ,1,imdb
1762,the movie was very interesting from beginning to the end   ,1,imdb
1763,i liked the way dustin hoffman's character was ready to do just about everything to stay with his son   ,1,imdb
1764,this movie is also revealing   ,1,imdb
1765,personally  i think it shows that people should learn to find a compromise them self without involving other people into issue   ,1,imdb
1766,and it was boring   ,0,imdb
1767,i am so tired of clichã©s that is just lazy writing  and here they come in thick and fast   ,0,imdb
1768,ps the only scene in the movie that was cool is when the central character finds her room blown up   ,1,imdb
1769,it's a fresh  subtle  and rather sublime effect   ,1,imdb
1770,an italian reviewer called this  a small  great film   and that's right   ,1,imdb
1771,all the actors give a wonderful performance  especially jennifer rubin as jamie harris  who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star   ,1,imdb
1772,you learn a lot about the real inside emotions of people in this movie  and a lot about the movie business itself   ,1,imdb
1773,the movie in movie situations in the beginning and through the game that is played with her by the  acting coach  are fascinating   ,1,imdb
1774,also the music by mark snow is possibly the best score i've ever heard   ,1,imdb
1775,you won't forget this movie   ,1,imdb
1776,why was this film made   ,0,imdb
1777,the film has an ultra cheap look to it   ,0,imdb
1778,the result is a film that just don't look right   ,0,imdb
1779,none of them are engaging or exciting   ,0,imdb
1780,the plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it   ,0,imdb
1781,the foreigner is not worth one second of your time   ,0,imdb
1782,i saw it as a child on tv back in 1973  when it was  the stranger  and i loved it   ,1,imdb
1783,but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronaut's biggest fear is that he has crashed in the ussr   ,1,imdb
1784,this movie is so awesome   ,1,imdb
1785,i loved it  it was really scary   ,1,imdb
1786,i love the scream movies and all horror movies and this one ranks way up there   ,1,imdb
1787,if you want a real scare rent this one   ,1,imdb
1788,10 10  ,1,imdb
1789,this is an extraordinary film   ,1,imdb
1790,as a courtroom drama  it's compelling  as an indictment on the american justice system  it's frightening   ,1,imdb
1791,this film highlights the fundamental flaws of the legal process  that it's not about discovering guilt or innocence  but rather  is about who presents better in court   ,1,imdb
1792,the film is well paced  understated and one of the best courtroom documentaries i've seen   ,1,imdb
1793,this mostly routine fact based tv drama gets a boost from the fine performance by cole   ,1,imdb
1794,predictable  but not a bad watch   ,1,imdb
1795,it was clear that she had the range and ability to pull off this part   ,1,imdb
1796,she carries the movie well   ,1,imdb
1797,constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations   ,1,imdb
1798,it is wonderful and inspiring to watch  and i hope that it gets released again on to video or dvd   ,1,imdb
1799,how this piece of trash was ever released is beyond me  the acting  the story  the characters  the supposedly special effects  etc   it's all wrong   ,0,imdb
1800,in fact  this stinker smells like a direct to video release   ,0,imdb
1801,avoid at all costs   ,0,imdb
1802,star trek v the final frontier is the worst in the series   ,0,imdb
1803,the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life  the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain   ,0,imdb
1804,the attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a vulcan stealing the enterprise to find god  seriously  i just didn't care about any of this film and oh not to mention uhura does a belly dance to distract male guards   ,0,imdb
1805,the only place good for this film is in the garbage   ,0,imdb
1806,the worst one of the series   ,0,imdb
1807,editing  the editing of this film was phenomenal in my opinion   ,1,imdb
1808,when a song could explain the emotions of the subjects better  such as when jay adams' unfortunate life was a subject of talk  the song old man by neil young was played  which evokes many emotions   ,1,imdb
1809,cinematography  the film was shot in an interesting way   ,1,imdb
1810,of course the footage from the 70s was grainy  but that only enhanced the film   ,1,imdb
1811,this film offers many delights and surprises   ,1,imdb
1812,when achille and philippa beautifully sing a duet from  don giovanni  that perfectly describes their situation in the movie  you appreciate the subtle layers of this excellent film   ,1,imdb
1813,the story unfolds in 18th century jutland and the use of period music played on period instruments is just one more fine touch   ,1,imdb
1814,you share general loewenhielm's exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie   but you do wish for just a small sample to savor   ,1,imdb
1815,but this understated film leaves a lasting impression   ,1,imdb
1816,the warmth it generates is in contrast to its austere backdrop   ,1,imdb
1817,you will leave the theater wanting to go out and dance under the stars   ,1,imdb
1818,the acting  as you'd expect from this cast  is top notch   ,1,imdb
1819,the characters are fleshed out surprisingly well  particularly grimes and blake  and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic   ,1,imdb
1820,angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing  violin playing anatomist doctor quinn   ,1,imdb
1821,conclusion   i loved it   ,1,imdb
1822,it's a long time since i was so entertained by a movie   ,1,imdb
1823,i struggle to find anything bad to say about it   ,1,imdb
1824,mark my words  this is one of those cult films like evil dead 2 or phantasm that people will still be discovering and falling in love with 20  30  40 years down the line   ,1,imdb
1825,it's pretty surprising that this wonderful film was made in 1949  as hollywood generally had its collective heads in the sand concerning black and white issues at that time   ,1,imdb
1826,the film deserves strong kudos for taking this stand  for having exceptional acting from its mostly lesser known cast and for the super intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism   ,1,imdb
1827,plus  with the movie's rather modest budget and fast running time  it does an amazing job   ,1,imdb
1828,juano hernandez  an exceptional actor who played supporting roles in many films of the era  is a proud black man who is accused of murdering a white man in the south   ,1,imdb
1829,trumbull on i love lucy    ,1,imdb
1830,see it with your kids if you have a chance  it will open up some amazing dialog about how far race relations have come in the last 50 years   ,1,imdb
1831,see both films if you can   ,1,imdb
1832,it was that year  however  that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyce's acclaimed novella  the dead   ,1,imdb
1833,feelings  thoughts   gabriel's discomfort during the dance   all these intangibles leap to life and come within the viewer's grasp in huston's portrayal   ,1,imdb
1834,very disappointed and wondered how it could be in the oscar shortlist   ,0,imdb
1835,it's very slow   ,0,imdb
1836,lot of holes in the plot  there's nothing about how he became the emperor  nothing about where he spend 20 years between his childhood and mature age   ,0,imdb
1837,  don't waste your time   ,0,imdb
1838,end of days is one of the worst big budget action movies i've ever seen   ,0,imdb
1839,he surely doesn't know how to make a coherent action movie from the screenwriter of air force one who was only obliged to write the script just for a big sum of money   ,0,imdb
1840,this was one of the worst films i have ever seen   ,0,imdb
1841,i'm still trying to get over how bad it was   ,0,imdb
1842,this movie is possibly one of the most creative works of horror ever   ,1,imdb
1843,it has everything you could want    suspense  drama  comedy  confusing subplots  native americans  brain eating    if you're looking for the be all  end all of brainsucking movies  look no further   ,1,imdb
1844,  with great sound effects  and impressive special effects  i can't recommend this movie enough   ,1,imdb
1845,call me a nut  but i think this is one of the best movies ever   ,1,imdb
1846,great character actors telly savalas and peter boyle   ,1,imdb
1847,1 hour 54 minutes of sheer tedium  melodrama and horrible acting  a mess of a script  and a sinking feeling of good lord  what were they thinking   ,0,imdb
1848,lots of holes in the script   ,0,imdb
1849,it's like a bad two hour tv movie   ,0,imdb
1850,now imagine that every single one of those decisions was made wrong   ,0,imdb
1851,the dialogue is atrocious   ,0,imdb
1852,the acting is beyond abysmal   ,0,imdb
1853,everything stinks   ,0,imdb
1854,trouble is  the writing and directing make it impossible to establish those things that make a movie watchable  like character  story  theme and so on   ,0,imdb
1855,worse  there's an incredibly weak sub plot thrown in that follows a little band of latter day mansonites as they go after a reporter who's working on a story on the anniversary of the killings   ,0,imdb
1856,it's dumb and pointless  and a complete waste of time   ,0,imdb
1857,in short  don't bother with this movie   ,0,imdb
1858,i won't spoil it  but the ending in pretty amazing   ,1,imdb
1859,the best scene in the movie is at the end  but i won't spoil it   ,1,imdb
1860,if there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity  then this is it   ,1,imdb
1861,the result is a powerhouse achievement  made more timely now perhaps because of our culture's disturbing fascination with celebrity  and it's distorted interpretations of fame   ,1,imdb
1862,a film not easily forgotten   ,1,imdb
1863,but  kevin spacey is an excellent  verbal tsunami as buddy ackerman â  and totally believable because he is a great actor   ,1,imdb
1864,the scripting of the subtle comedy is unmatched by any movie in recent years   ,1,imdb
1865,the characters are interesting  even if a bit predictable   ,1,imdb
1866,highly recommended for all ages  although the younger set will probably not appreciate some of the more subtle references  they will certainly appreciate one galley scene in particular   ,1,imdb
1867,great movie   ,1,imdb
1868,also the story and acting were weak   ,0,imdb
1869,at around 4 pm i bought it  at around 8pm i started to watch  at around 8 15pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain    but there wasn't   ,0,imdb
1870,either way  it sucks   ,0,imdb
1871,the script is horrendously stupid   ,0,imdb
1872,the story starts too fast with absolutely no suspense or build up in the slightest   ,0,imdb
1873,everything captain howdy says is either laughable or just plain stupid   ,0,imdb
1874,what the hell kind of crap is that    ,0,imdb
1875,then  there's the plot holes   ,0,imdb
1876,you could drive a semi truck into these holes   ,0,imdb
1877,linda cardellini is the only thing good in this film   ,1,imdb
1878,she's poised and amazing   ,1,imdb
1879,dee snider just plain sucks   ,0,imdb
1880,he can't act  one of the least scary villains i have ever seen   he can't write  did he write this damn movie in his sleep   ,0,imdb
1881,i was bored throughout the whole damn thing   ,0,imdb
1882,the acting sucks  the music sucks  the script sucks  the pacing sucks  the special fx suck  the directing sucks    basically  this movie sucks   ,0,imdb
1883,this film tries to be a serious and sophisticated thriller horror flick and it fails miserably   ,0,imdb
1884,this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life   ,0,imdb
1885,a piece of cinematic garbage captured on celluloid   ,0,imdb
1886,avoid at any and all costs   ,0,imdb
1887,at any rate this film stinks  its not funny  and fulci should have stayed with giallo and supernatural zombie movies   ,0,imdb
1888,avoid this film at all costs   ,0,imdb
1889,i don't know what happened in season five  what a mess   ,0,imdb
1890,the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict   ,0,imdb
1891,now this is a movie i really dislike   ,0,imdb
1892,it's one of the most boring horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere   ,0,imdb
1893,the puppets look really cheesy   not in a good way like in the puppet master 80's flicks   ,0,imdb
1894,the story is lame  not interesting and never really explains the sinister origins of the puppets   ,0,imdb
1895,there aren't death scenes like in previous movies and the f x are terrible   ,0,imdb
1896,i felt asleep the first time i watched it  so i can recommend it for insomniacs   ,0,imdb
1897,the fact is  this film is a wonderful  heartwarming tale about two people chasing their dreams   ,1,imdb
1898,the best part about  nurse betty  is it's unpredictability   ,1,imdb
1899,director neil labute uses brutal violence to seperate dreams from reality  and along with the touching drama  and hilarious comedy  you can never tell what is going to happen next   ,1,imdb
1900,otherwise  don't even waste your time on this   ,0,imdb
1901,this one just fails to create any real suspense   ,0,imdb
1902,as for the killer  don't expect anything original or even remotely frightening   ,0,imdb
1903,there is  however  some pretty good acting  at least  for this type of film    ,1,imdb
1904,i'm so sorry but i really can't recommend it to anyone   ,0,imdb
1905,one of the most boring pointless movies i have ever seen   ,0,imdb
1906,the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying   ,0,imdb
1907,hated it   ,0,imdb
1908,this is one of the worst sandra bullock movie since speed 2 but not quite that bad   ,0,imdb
1909,i don't understand how this garbage got on the shelves of the movie store  it's not even a real movie   ,0,imdb
1910,i highly doubt that anyone could ever like this trash   ,0,imdb
1911,this is not movie making   ,0,imdb
1912,the acting is like watching wooden puppets moving around and reading from a book  that's how bad it is   ,0,imdb
1913,so i am here to warn you  do not rent this movie  it is the dumbest thing you have never seen   ,0,imdb
1914,i saw this short film on hbo the other day and absolutely loved it   ,1,imdb
1915,i didn't realize how wonderful the short really is until the last two scenes   ,1,imdb
1916,excellent short film   ,1,imdb
1917,hopefully  the director james cox can turn the short into a feature length film with the same cast  or win us over with a whole new film   ,1,imdb
1918,i agree with jessica  this movie is pretty bad   ,0,imdb
1919,characters are one dimensional  even the good guys and especially the bad guys   ,0,imdb
1920,the story line is totally predictable   ,0,imdb
1921,not much dialogue  not much music  the whole film was shot as elaborately and aesthetically like a sculpture   ,1,imdb
1922,i've seen soap operas more intelligent than this movie   ,0,imdb
1923,bad characters  bad story and bad acting   ,0,imdb
1924,really awful   ,0,imdb
1925,not easy to watch   ,0,imdb
1926,funny  clever  hip   just like pray's previous film  hype   ,1,imdb
1927,it was a long time that i didn't see a so charismatic actor on screen   ,1,imdb
1928,paolo sorrentino has written a wonderful story about loneliness and tony has built one of the most unforgettable characters seen in movies in recent years   ,1,imdb
1929,the movie is not completely perfect but 'titta di girolamo' will stay with you for a long time after the vision of the movie   ,1,imdb
1930,i rate this movie 9 10   ,1,imdb
1931,i do not know if this was emilio estevez's directorial debut  but the pacing  the interplay and development of the characters as well as some clever camera work surrounding the character estevez plays all suggest a natural eye   ,1,imdb
1932,the interplay between martin and emilio contains the same wonderful chemistry we saw in wall street with martin and charlie   ,1,imdb
1933,kathy bates is wonderful in her characters subtle desperation and escapism  a variation on her character in  at play in the fields of the lord    ,1,imdb
1934,for readers who have already seen one of miyazaki's films  he is still in top form and made another worthwhile experience   ,1,imdb
1935,it never condescends  all the characters have good genuine hearts and believable problems   ,1,imdb
1936,the two main characters may be two of the most believable children i ever saw put on screen   ,1,imdb
1937,they are so easy to love  but even more easy to identify with   ,1,imdb
1938,this movie is great  especially if you enjoy visual arts   ,1,imdb
1939,the scenery that the two daughters paint and photograph are beautiful   ,1,imdb
1940,the story is also both funny and poignant at times   ,1,imdb
1941,people who like european films and  art movies  will like this movie   ,1,imdb
1942,this is truly an art movie  it actually has a lot of art in it   ,1,imdb
1943,go rent it   ,1,imdb
1944,however  after finally watching this film  i realized that not only had i had a closed mind to the brilliance it depicts  i also found myself watching it over and over again   ,1,imdb
1945,it's the one movie that never ceases to interest me  simply because it keeps me alert  as i try to attempt to decipher it's meanings   ,1,imdb
1946,brilliance indeed   ,1,imdb
1947,but if you liked movies like the matrix  and better yet  their sequels  i think you'll appreciate the thought provoking  mindblowing experience this film will give you   ,1,imdb
1948,think of the film being like a dream   ,1,imdb
1949,simply beautiful   ,1,imdb
